Targeting Code	Price (CPM)	Full Name	Level1	Level2	Level3	Level4	Level5	Level6	Level7	Description	Updated Description
FDC302	$1.50	Place Category Visitors > Community and Government > Animal Shelters and Humane Societies	Factual	Geopulse Audiences	Place Category Visitors	Community and Government	Animal Shelters and Humane Societies			Consumers that have recently visited a place in the Animal Shelters and Humane Societies category.	
FDC301	$1.50	Place Category Visitors > Businesses and Services > Wholesale	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Wholesale			Consumers that have recently visited a place in the Wholesale category.	
FDC300	$1.50	Place Category Visitors > Businesses and Services > Water and Waste Management	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Water and Waste Management			Consumers that have recently visited a place in the Water and Waste Management category.	
FDC30	$1.50	Behavioral - Lifestyle and Lifestage > Baby Goods Shoppers	Factual	Geopulse Audiences	Behavioral - Lifestyle and Lifestage	Baby Goods Shoppers				Consumers that are seen at locations that sell baby goods	
FDC3	$1.50	Behavioral - Auto > In-Market Auto Intenders - Luxury Cars	Factual	Geopulse Audiences	Behavioral - Auto	In-Market Auto Intenders - Luxury Cars				Consumers that are likely to be interested in purchasing or leasing a luxury vehicle.	
FDC299	$1.50	Place Category Visitors > Businesses and Services > Veterinarians	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Veterinarians			Consumers that have recently visited a place in the Veterinarians category.	
FDC298	$1.50	Place Category Visitors > Businesses and Services > Textiles	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Textiles			Consumers that have recently visited a place in the Textiles category.	
FDC297	$1.50	Place Category Visitors > Businesses and Services > Telecommunication Services	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Telecommunication Services			Consumers that have recently visited a place in the Telecommunication Services category.	
FDC296	$1.50	Place Category Visitors > Businesses and Services > Technology > Web Design and Development	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Technology	Web Design and Development		Consumers that have recently visited a place in the Web Design and Development category.	
FDC295	$1.50	Place Category Visitors > Businesses and Services > Technology > Mobile	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Technology	Mobile		Consumers that have recently visited a place in the Mobile category.	
FDC294	$1.50	Place Category Visitors > Businesses and Services > Technology	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Technology			Consumers that have recently visited a place in the Technology category.	
FDC293	$1.50	Place Category Visitors > Businesses and Services > Tailors	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Tailors			Consumers that have recently visited a place in the Tailors category.	
FDC292	$1.50	Place Category Visitors > Businesses and Services > Storage	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Storage			Consumers that have recently visited a place in the Storage category.	
FDC291	$1.50	Place Category Visitors > Businesses and Services > Shipping, Freight, and Material Transportation	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Shipping, Freight, and Material Transportation			Consumers that have recently visited a place in the Shipping, Freight, and Material Transportation category.	
FDC290	$1.50	Place Category Visitors > Businesses and Services > Security and Safety	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Security and Safety			Consumers that have recently visited a place in the Security and Safety category.	
FDC29	$1.50	Behavioral - Lifestyle and Lifestage > Disney Enthusiasts	Factual	Geopulse Audiences	Behavioral - Lifestyle and Lifestage	Disney Enthusiasts				Consumers that are likely to be Disney enthusiasts.	
FDC289	$1.50	Place Category Visitors > Businesses and Services > Scientific	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Scientific			Consumers that have recently visited a place in the Scientific category.	
FDC288	$1.50	Place Category Visitors > Businesses and Services > Repair Services	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Repair Services			Consumers that have recently visited a place in the Repair Services category.	
FDC287	$1.50	Place Category Visitors > Businesses and Services > Real Estate > Real Estate Development and Title Companies	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Real Estate	Real Estate Development and Title Companies		Consumers that have recently visited a place in the Real Estate Development and Title Companies category.	
FDC286	$1.50	Place Category Visitors > Businesses and Services > Real Estate > Real Estate Appraiser	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Real Estate	Real Estate Appraiser		Consumers that have recently visited a place in the Real Estate Appraiser category.	
FDC285	$1.50	Place Category Visitors > Businesses and Services > Real Estate > Real Estate Agents	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Real Estate	Real Estate Agents		Consumers that have recently visited a place in the Real Estate Agents category.	
FDC284	$1.50	Place Category Visitors > Businesses and Services > Real Estate > Property Management	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Real Estate	Property Management		Consumers that have recently visited a place in the Property Management category.	
FDC283	$1.50	Place Category Visitors > Businesses and Services > Real Estate > Mobile Homes	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Real Estate	Mobile Homes		Consumers that have recently visited a place in the Mobile Homes category.	
FDC282	$1.50	Place Category Visitors > Businesses and Services > Real Estate > Commercial Real Estate	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Real Estate	Commercial Real Estate		Consumers that have recently visited a place in the Commercial Real Estate category.	
FDC281	$1.50	Place Category Visitors > Businesses and Services > Real Estate > Building and Land Surveyors	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Real Estate	Building and Land Surveyors		Consumers that have recently visited a place in the Building and Land Surveyors category.	
FDC280	$1.50	Place Category Visitors > Businesses and Services > Real Estate > Apartments, Condos, and Houses	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Real Estate	Apartments, Condos, and Houses		Consumers that have recently visited a place in the Apartments, Condos, and Houses category.	
FDC28	$1.50	Behavioral - Lifestyle and Lifestage > Dating Lifestyle (Date Nighter)	Factual	Geopulse Audiences	Behavioral - Lifestyle and Lifestage	Dating Lifestyle (Date Nighter)				Consumers that often spend their leisure time going on dates.	
FDC279	$1.50	Place Category Visitors > Businesses and Services > Real Estate	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Real Estate			Consumers that have recently visited a place in the Real Estate category.	
FDC278	$1.50	Place Category Visitors > Businesses and Services > Publishing	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Publishing			Consumers that have recently visited a place in the Publishing category.	
FDC277	$1.50	Place Category Visitors > Businesses and Services > Professional Cleaning	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Professional Cleaning			Consumers that have recently visited a place in the Professional Cleaning category.	
FDC276	$1.50	Place Category Visitors > Businesses and Services > Printing, Copying and Signage	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Printing, Copying and Signage			Consumers that have recently visited a place in the Printing, Copying and Signage category.	
FDC275	$1.50	Place Category Visitors > Businesses and Services > Plastics	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Plastics			Consumers that have recently visited a place in the Plastics category.	
FDC274	$1.50	Place Category Visitors > Businesses and Services > Photography	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Photography			Consumers that have recently visited a place in the Photography category.	
FDC273	$1.50	Place Category Visitors > Businesses and Services > Petroleum	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Petroleum			Consumers that have recently visited a place in the Petroleum category.	
FDC272	$1.50	Place Category Visitors > Businesses and Services > Personal Care > Tattooing	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Personal Care	Tattooing		Consumers that have recently visited a place in the Tattooing category.	
FDC271	$1.50	Place Category Visitors > Businesses and Services > Personal Care > Tanning Salons	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Personal Care	Tanning Salons		Consumers that have recently visited a place in the Tanning Salons category.	
FDC270	$1.50	Place Category Visitors > Businesses and Services > Personal Care > Spas	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Personal Care	Spas		Consumers that have recently visited a place in the Spas category.	
FDC27	$1.50	Behavioral - Lifestyle and Lifestage > College Students	Factual	Geopulse Audiences	Behavioral - Lifestyle and Lifestage	College Students				Consumers that are college or graduate students and spend time on campus.	
FDC269	$1.50	Place Category Visitors > Businesses and Services > Personal Care > Skin Care	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Personal Care	Skin Care		Consumers that have recently visited a place in the Skin Care category.	
FDC268	$1.50	Place Category Visitors > Businesses and Services > Personal Care > Massage Clinics and Therapists	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Personal Care	Massage Clinics and Therapists		Consumers that have recently visited a place in the Massage Clinics and Therapists category.	
FDC267	$1.50	Place Category Visitors > Businesses and Services > Personal Care > Manicures and Pedicures	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Personal Care	Manicures and Pedicures		Consumers that have recently visited a place in the Manicures and Pedicures category.	
FDC266	$1.50	Place Category Visitors > Businesses and Services > Personal Care > Hair Removal	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Personal Care	Hair Removal		Consumers that have recently visited a place in the Hair Removal category.	
FDC265	$1.50	Place Category Visitors > Businesses and Services > Personal Care > Dry Cleaning, Ironing and Laundry	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Personal Care	Dry Cleaning, Ironing and Laundry		Consumers that have recently visited a place in the Dry Cleaning, Ironing and Laundry category.	
FDC264	$1.50	Place Category Visitors > Businesses and Services > Personal Care > Beauty Salons and Barbers	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Personal Care	Beauty Salons and Barbers		Consumers that have recently visited a place in the Beauty Salons and Barbers category.	
FDC263	$1.50	DEPRECATED > Businesses and Services > Personal Care	Factual	Geopulse Audiences	DEPRECATED	Businesses and Services	Personal Care			Consumers that have recently visited a place in the Personal Care category.	
FDC262	$1.50	Place Category Visitors > Businesses and Services > Packaging	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Packaging			Consumers that have recently visited a place in the Packaging category.	
FDC261	$1.50	Place Category Visitors > Businesses and Services > Metals	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Metals			Consumers that have recently visited a place in the Metals category.	
FDC260	$1.50	Place Category Visitors > Businesses and Services > Manufacturing	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Manufacturing			Consumers that have recently visited a place in the Manufacturing category.	
FDC26	$1.50	Behavioral - Lifestyle and Lifestage > Adventure Seekers (Thrill Seeker)	Factual	Geopulse Audiences	Behavioral - Lifestyle and Lifestage	Adventure Seekers (Thrill Seeker)				Consumers that participate in thrilling outdoor activities.	
FDC259	$1.50	Place Category Visitors > Businesses and Services > Management	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Management			Consumers that have recently visited a place in the Management category.	
FDC258	$1.50	Place Category Visitors > Businesses and Services > Machine Shops	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Machine Shops			Consumers that have recently visited a place in the Machine Shops category.	
FDC257	$1.50	Place Category Visitors > Businesses and Services > Legal > Notary	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Legal	Notary		Consumers that have recently visited a place in the Notary category.	
FDC256	$1.50	Place Category Visitors > Businesses and Services > Legal	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Legal			Consumers that have recently visited a place in the Legal category.	
FDC255	$1.50	Place Category Visitors > Businesses and Services > Insurance	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Insurance			Consumers that have recently visited a place in the Insurance category.	
FDC254	$1.50	Place Category Visitors > Businesses and Services > Industrial Machinery and Vehicles	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Industrial Machinery and Vehicles			Consumers that have recently visited a place in the Industrial Machinery and Vehicles category.	
FDC253	$1.50	Place Category Visitors > Businesses and Services > Import and Export	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Import and Export			Consumers that have recently visited a place in the Import and Export category.	
FDC252	$1.50	Place Category Visitors > Businesses and Services > Home Improvement > Upholstery	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Home Improvement	Upholstery		Consumers that have recently visited a place in the Upholstery category.	
FDC251	$1.50	Place Category Visitors > Businesses and Services > Home Improvement > Tree Service	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Home Improvement	Tree Service		Consumers that have recently visited a place in the Tree Service category.	
FDC250	$1.50	Place Category Visitors > Businesses and Services > Home Improvement > Swimming Pool Maintenance and Services	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Home Improvement	Swimming Pool Maintenance and Services		Consumers that have recently visited a place in the Swimming Pool Maintenance and Services category.	
FDC25	$1.50	Behavioral - Retail > Video Game Shoppers	Factual	Geopulse Audiences	Behavioral - Retail	Video Game Shoppers				Consumers that shop for video games.	
FDC249	$1.50	Place Category Visitors > Businesses and Services > Home Improvement > Roofers	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Home Improvement	Roofers		Consumers that have recently visited a place in the Roofers category.	
FDC248	$1.50	Place Category Visitors > Businesses and Services > Home Improvement > Pools and Spas	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Home Improvement	Pools and Spas		Consumers that have recently visited a place in the Pools and Spas category.	
FDC247	$1.50	Place Category Visitors > Businesses and Services > Home Improvement > Plumbing	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Home Improvement	Plumbing		Consumers that have recently visited a place in the Plumbing category.	
FDC246	$1.50	Place Category Visitors > Businesses and Services > Home Improvement > Pest Control	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Home Improvement	Pest Control		Consumers that have recently visited a place in the Pest Control category.	
FDC245	$1.50	Place Category Visitors > Businesses and Services > Home Improvement > Painting	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Home Improvement	Painting		Consumers that have recently visited a place in the Painting category.	
FDC244	$1.50	Place Category Visitors > Businesses and Services > Home Improvement > Movers	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Home Improvement	Movers		Consumers that have recently visited a place in the Movers category.	
FDC243	$1.50	Place Category Visitors > Businesses and Services > Home Improvement > Lighting Fixtures	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Home Improvement	Lighting Fixtures		Consumers that have recently visited a place in the Lighting Fixtures category.	
FDC242	$1.50	Place Category Visitors > Businesses and Services > Home Improvement > Landscaping and Gardeners	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Home Improvement	Landscaping and Gardeners		Consumers that have recently visited a place in the Landscaping and Gardeners category.	
FDC241	$1.50	Place Category Visitors > Businesses and Services > Home Improvement > Kitchens	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Home Improvement	Kitchens		Consumers that have recently visited a place in the Kitchens category.	
FDC240	$1.50	Place Category Visitors > Businesses and Services > Home Improvement > Interior Design	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Home Improvement	Interior Design		Consumers that have recently visited a place in the Interior Design category.	
FDC24	$1.50	Behavioral - Retail > Value Conscious Shoppers	Factual	Geopulse Audiences	Behavioral - Retail	Value Conscious Shoppers				Consumers that shop at discount stores.	
FDC239	$1.50	Place Category Visitors > Businesses and Services > Home Improvement > Home Inspection Services	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Home Improvement	Home Inspection Services		Consumers that have recently visited a place in the Home Inspection Services category.	
FDC238	$1.50	Place Category Visitors > Businesses and Services > Home Improvement > Heating, Ventilating and Air Conditioning	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Home Improvement	Heating, Ventilating and Air Conditioning		Consumers that have recently visited a place in the Heating, Ventilating and Air Conditioning category.	
FDC237	$1.50	Place Category Visitors > Businesses and Services > Home Improvement > Hardware and Services	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Home Improvement	Hardware and Services		Consumers that have recently visited a place in the Hardware and Services category.	
FDC236	$1.50	Place Category Visitors > Businesses and Services > Home Improvement > Fences, Fireplaces and Garage Doors	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Home Improvement	Fences, Fireplaces and Garage Doors		Consumers that have recently visited a place in the Fences, Fireplaces and Garage Doors category.	
FDC235	$1.50	Place Category Visitors > Businesses and Services > Home Improvement > Electricians	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Home Improvement	Electricians		Consumers that have recently visited a place in the Electricians category.	
FDC234	$1.50	Place Category Visitors > Businesses and Services > Home Improvement > Doors and Windows	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Home Improvement	Doors and Windows		Consumers that have recently visited a place in the Doors and Windows category.	
FDC233	$1.50	Place Category Visitors > Businesses and Services > Home Improvement > Contractors > Sewer	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Home Improvement	Contractors	Sewer	Consumers that have recently visited a place in the Sewer category.	
FDC232	$1.50	Place Category Visitors > Businesses and Services > Home Improvement > Contractors > Deck and Patio	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Home Improvement	Contractors	Deck and Patio	Consumers that have recently visited a place in the Deck and Patio category.	
FDC231	$1.50	Place Category Visitors > Businesses and Services > Home Improvement > Contractors	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Home Improvement	Contractors		Consumers that have recently visited a place in the Contractors category.	
FDC230	$1.50	Place Category Visitors > Businesses and Services > Home Improvement > Carpet and Flooring	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Home Improvement	Carpet and Flooring		Consumers that have recently visited a place in the Carpet and Flooring category.	
FDC23	$1.50	Behavioral - Retail > Pharmacy Shoppers	Factual	Geopulse Audiences	Behavioral - Retail	Pharmacy Shoppers				Consumers that shop at pharmacies.	
FDC229	$1.50	Place Category Visitors > Businesses and Services > Home Improvement > Carpenters	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Home Improvement	Carpenters		Consumers that have recently visited a place in the Carpenters category.	
FDC228	$1.50	Place Category Visitors > Businesses and Services > Home Improvement > Architects	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Home Improvement	Architects		Consumers that have recently visited a place in the Architects category.	
FDC227	$1.50	Place Category Visitors > Businesses and Services > Home Improvement	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Home Improvement			Consumers that have recently visited a place in the Home Improvement category.	
FDC226	$1.50	Place Category Visitors > Businesses and Services > Funeral Services	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Funeral Services			Consumers that have recently visited a place in the Funeral Services category.	
FDC225	$1.50	Place Category Visitors > Businesses and Services > Food and Beverage > Catering	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Food and Beverage	Catering		Consumers that have recently visited a place in the Catering category.	
FDC224	$1.50	Place Category Visitors > Businesses and Services > Food and Beverage	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Food and Beverage			Consumers that have recently visited a place in the Food and Beverage category.	
FDC223	$1.50	Place Category Visitors > Businesses and Services > Financial > Stock Brokers	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Financial	Stock Brokers		Consumers that have recently visited a place in the Stock Brokers category.	
FDC222	$1.50	Place Category Visitors > Businesses and Services > Financial > Loans and Mortgages	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Financial	Loans and Mortgages		Consumers that have recently visited a place in the Loans and Mortgages category.	
FDC221	$1.50	Place Category Visitors > Businesses and Services > Financial > Financial Planning and Investments	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Financial	Financial Planning and Investments		Consumers that have recently visited a place in the Financial Planning and Investments category.	
FDC220	$1.50	Place Category Visitors > Businesses and Services > Financial > Business Brokers and Franchises	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Financial	Business Brokers and Franchises		Consumers that have recently visited a place in the Business Brokers and Franchises category.	
FDC22	$1.50	Behavioral - Retail > Pet Owners and Pet Store Shoppers	Factual	Geopulse Audiences	Behavioral - Retail	Pet Owners and Pet Store Shoppers				Consumers who are pet owners and shop at pet stores.	
FDC219	$1.50	Place Category Visitors > Businesses and Services > Financial > Banking and Finance	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Financial	Banking and Finance		Consumers that have recently visited a place in the Banking and Finance category.	
FDC218	$1.50	Place Category Visitors > Businesses and Services > Financial > Accounting and Bookkeeping	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Financial	Accounting and Bookkeeping		Consumers that have recently visited a place in the Accounting and Bookkeeping category.	
FDC217	$1.50	Place Category Visitors > Businesses and Services > Financial	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Financial			Consumers that have recently visited a place in the Financial category.	
FDC216	$1.50	Place Category Visitors > Businesses and Services > Events and Event Planning > Convention Centers	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Events and Event Planning	Convention Centers		Consumers that have recently visited a place in the Convention Centers category.	
FDC215	$1.50	Place Category Visitors > Businesses and Services > Events and Event Planning	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Events and Event Planning			Consumers that have recently visited a place in the Events and Event Planning category.	
FDC214	$1.50	Place Category Visitors > Businesses and Services > Equipment Rental	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Equipment Rental			Consumers that have recently visited a place in the Equipment Rental category.	
FDC213	$1.50	Place Category Visitors > Businesses and Services > Entertainment > Media	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Entertainment	Media		Consumers that have recently visited a place in the Media category.	
FDC212	$1.50	Place Category Visitors > Businesses and Services > Entertainment	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Entertainment			Consumers that have recently visited a place in the Entertainment category.	
FDC211	$1.50	Place Category Visitors > Businesses and Services > Engineering	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Engineering			Consumers that have recently visited a place in the Engineering category.	
FDC210	$1.50	Place Category Visitors > Businesses and Services > Employment Agencies	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Employment Agencies			Consumers that have recently visited a place in the Employment Agencies category.	
FDC21	$1.50	Behavioral - Retail > Mobile Phone Shoppers	Factual	Geopulse Audiences	Behavioral - Retail	Mobile Phone Shoppers				Consumers that are looking to purchase a mobile phone.	
FDC209	$1.50	Place Category Visitors > Businesses and Services > Electrical Equipment	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Electrical Equipment			Consumers that have recently visited a place in the Electrical Equipment category.	
FDC208	$1.50	Place Category Visitors > Businesses and Services > Construction	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Construction			Consumers that have recently visited a place in the Construction category.	
FDC207	$1.50	Place Category Visitors > Businesses and Services > Computers	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Computers			Consumers that have recently visited a place in the Computers category.	
FDC206	$1.50	Place Category Visitors > Businesses and Services > Chemicals and Gasses	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Chemicals and Gasses			Consumers that have recently visited a place in the Chemicals and Gasses category.	
FDC205	$1.50	Place Category Visitors > Businesses and Services > Business and Strategy Consulting	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Business and Strategy Consulting			Consumers that have recently visited a place in the Business and Strategy Consulting category.	
FDC204	$1.50	Place Category Visitors > Businesses and Services > Audiovisual	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Audiovisual			Consumers that have recently visited a place in the Audiovisual category.	
FDC203	$1.50	Place Category Visitors > Businesses and Services > Agriculture and Forestry	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Agriculture and Forestry			Consumers that have recently visited a place in the Agriculture and Forestry category.	
FDC202	$1.50	Place Category Visitors > Businesses and Services > Advertising and Marketing > Public Relations	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Advertising and Marketing	Public Relations		Consumers that have recently visited a place in the Public Relations category.	
FDC201	$1.50	Place Category Visitors > Businesses and Services > Advertising and Marketing > Promotional Items	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Advertising and Marketing	Promotional Items		Consumers that have recently visited a place in the Promotional Items category.	
FDC200	$1.50	Place Category Visitors > Businesses and Services > Advertising and Marketing > Print, TV, Radio and Outdoor Advertising	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Advertising and Marketing	Print, TV, Radio and Outdoor Advertising		Consumers that have recently visited a place in the Print, TV, Radio and Outdoor Advertising category.	
FDC20	$1.50	Behavioral - Retail > Luxury Goods Shoppers (Affluent Consumer)	Factual	Geopulse Audiences	Behavioral - Retail	Luxury Goods Shoppers (Affluent Consumer)				Consumers that shop for luxury goods and services.	
FDC2	$1.50	Behavioral - Auto > In-Market Auto Intenders - Eco-Friendly Cars (Green Cars)	Factual	Geopulse Audiences	Behavioral - Auto	In-Market Auto Intenders - Eco-Friendly Cars (Green Cars)				Consumers that are likely to be interested in purchasing or leasing an eco-friendly vehicle.	
FDC199	$1.50	Place Category Visitors > Businesses and Services > Advertising and Marketing > Online Advertising	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Advertising and Marketing	Online Advertising		Consumers that have recently visited a place in the Online Advertising category.	
FDC198	$1.50	Place Category Visitors > Businesses and Services > Advertising and Marketing > Market Research and Consulting	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Advertising and Marketing	Market Research and Consulting		Consumers that have recently visited a place in the Market Research and Consulting category.	
FDC197	$1.50	Place Category Visitors > Businesses and Services > Advertising and Marketing > Creative Services	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Advertising and Marketing	Creative Services		Consumers that have recently visited a place in the Creative Services category.	
FDC196	$1.50	Place Category Visitors > Businesses and Services > Advertising and Marketing > Advertising Agencies and Media Buyers	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Advertising and Marketing	Advertising Agencies and Media Buyers		Consumers that have recently visited a place in the Advertising Agencies and Media Buyers category.	
FDC195	$1.50	Place Category Visitors > Businesses and Services > Advertising and Marketing	Factual	Geopulse Audiences	Place Category Visitors	Businesses and Services	Advertising and Marketing			Consumers that have recently visited a place in the Advertising and Marketing category.	
FDC194	$1.50	Place Category Visitors > Automotive > Towing	Factual	Geopulse Audiences	Place Category Visitors	Automotive	Towing			Consumers that have recently visited a place in the Towing category.	
FDC193	$1.50	Place Category Visitors > Automotive > RVs and Motor Homes	Factual	Geopulse Audiences	Place Category Visitors	Automotive	RVs and Motor Homes			Consumers that have recently visited a place in the RVs and Motor Homes category.	
FDC192	$1.50	Place Category Visitors > Automotive > Motorcycles, Mopeds and Scooters > Sales	Factual	Geopulse Audiences	Place Category Visitors	Automotive	Motorcycles, Mopeds and Scooters	Sales		Consumers that have recently visited a place in the Sales category.	
FDC191	$1.50	Place Category Visitors > Automotive > Motorcycles, Mopeds and Scooters > Repair	Factual	Geopulse Audiences	Place Category Visitors	Automotive	Motorcycles, Mopeds and Scooters	Repair		Consumers that have recently visited a place in the Repair category.	
FDC190	$1.50	Place Category Visitors > Automotive > Motorcycles, Mopeds and Scooters	Factual	Geopulse Audiences	Place Category Visitors	Automotive	Motorcycles, Mopeds and Scooters			Consumers that have recently visited a place in the Motorcycles, Mopeds and Scooters category.	
FDC19	$1.50	Behavioral - Retail > Luxury Fashion Shoppers	Factual	Geopulse Audiences	Behavioral - Retail	Luxury Fashion Shoppers				Consumers that shop for luxury fashion items.	
FDC189	$1.50	Place Category Visitors > Automotive > Maintenance and Repair > Transmissions	Factual	Geopulse Audiences	Place Category Visitors	Automotive	Maintenance and Repair	Transmissions		Consumers that have recently visited a place in the Transmissions category.	
FDC188	$1.50	Place Category Visitors > Automotive > Maintenance and Repair > Tires	Factual	Geopulse Audiences	Place Category Visitors	Automotive	Maintenance and Repair	Tires		Consumers that have recently visited a place in the Tires category.	
FDC187	$1.50	Place Category Visitors > Automotive > Maintenance and Repair > Oil and Lube	Factual	Geopulse Audiences	Place Category Visitors	Automotive	Maintenance and Repair	Oil and Lube		Consumers that have recently visited a place in the Oil and Lube category.	
FDC186	$1.50	Place Category Visitors > Automotive > Maintenance and Repair	Factual	Geopulse Audiences	Place Category Visitors	Automotive	Maintenance and Repair			Consumers that have recently visited a place in the Maintenance and Repair category.	
